combination_id,data_sensitivity,access_level,persistence,transitive_exposure,scope_count,cross_service_breadth,has_restricted_scope,risk_label
SC-1385,3,1,1,0,3,1,0,Medium
SC-1386,3,1,0,0,4,1,0,Medium
SC-1387,3,1,1,0,5,1,0,Medium
SC-1388,3,0,0,0,1,1,0,Low
SC-1389,3,0,0,0,2,1,0,Low
SC-1390,3,1,0,0,3,1,0,Medium
SC-1391,3,0,0,0,4,1,0,Low
SC-1392,3,2,0,0,5,1,0,Medium
SC-1393,3,0,0,0,1,1,0,Low
SC-1394,3,1,0,0,2,1,0,Low
SC-1395,3,0,0,0,3,1,0,Low
SC-1396,3,1,1,0,4,1,0,Medium
SC-1397,3,2,1,0,5,1,0,High
SC-1398,3,0,0,0,1,1,0,Low
SC-1399,3,0,0,0,2,1,0,Low
SC-1400,3,0,0,0,3,1,0,Low
SC-1401,3,1,1,0,4,1,0,Medium
SC-1402,3,1,0,0,5,1,0,Medium
SC-1403,3,0,0,0,1,1,0,Low
SC-1404,3,1,0,0,2,1,0,Low
SC-1405,3,1,0,0,3,1,0,Medium
SC-1406,3,1,1,0,4,1,0,Medium
SC-1407,3,1,1,0,5,1,0,Medium
SC-1408,3,0,0,0,1,1,0,Low
SC-1409,3,1,0,0,2,1,0,Low
SC-1410,3,2,0,0,3,1,0,Medium
SC-1411,3,1,0,0,4,1,0,Medium
SC-1412,3,2,1,0,5,1,0,High
SC-1413,3,0,0,0,1,1,0,Low
SC-1414,3,1,0,0,2,1,0,Low
SC-1415,3,1,0,0,3,1,0,Medium
SC-1416,3,2,0,0,4,1,0,Medium
SC-1417,3,1,0,0,5,1,0,Medium
SC-1418,3,2,1,0,2,1,0,Medium
SC-1419,3,2,1,0,3,1,0,High
SC-1420,3,1,0,0,2,1,0,Low
SC-1421,3,1,0,0,3,1,0,Medium
SC-1422,3,0,0,0,2,1,0,Low
SC-1423,3,1,1,0,3,1,0,Medium
SC-1424,3,1,0,0,2,1,0,Low
SC-1425,3,2,1,0,3,1,0,High
SC-1426,3,1,0,0,2,1,0,Low
SC-1427,3,1,1,0,3,1,0,Medium
SC-1428,3,1,0,0,2,1,0,Low
SC-1429,3,0,0,0,3,1,0,Low
SC-1430,3,1,0,0,3,1,0,Medium
SC-1431,3,0,0,0,2,1,0,Low
SC-1432,3,1,0,0,3,1,0,Medium
SC-1433,3,1,0,0,2,1,0,Low
SC-1434,3,1,0,0,3,1,0,Medium
SC-1435,3,0,0,0,2,1,0,Low
SC-1436,3,1,0,0,3,1,0,Medium
SC-1437,3,2,0,0,2,1,0,Medium
SC-1438,3,1,0,0,3,1,0,Medium
SC-1439,3,1,0,0,2,1,0,Low
SC-1440,3,2,1,0,3,1,0,High
SC-1441,3,1,1,0,3,1,0,Medium
SC-1442,3,1,0,0,2,1,0,Low
SC-1443,3,1,0,0,3,1,0,Medium
SC-1444,3,1,0,0,2,1,0,Low
SC-1445,3,2,1,0,3,1,0,High
SC-1446,3,0,0,0,2,1,0,Low
SC-1447,3,1,0,0,3,1,0,Medium
SC-1448,3,0,0,0,3,1,0,Low
SC-1449,3,2,0,0,2,1,0,Medium
SC-1450,3,2,0,0,3,1,0,Medium
SC-1451,3,2,1,0,4,1,0,High
SC-1452,3,1,0,0,3,1,0,Medium
SC-1453,3,1,0,0,4,1,0,Medium
SC-1454,3,0,0,0,2,1,0,Low
SC-1455,3,0,0,0,3,1,0,Low
SC-1456,3,1,0,0,4,1,0,Medium
SC-1457,3,1,0,0,2,1,0,Low
SC-1458,3,1,0,0,3,1,0,Medium
SC-1459,3,2,0,0,4,1,0,Medium
SC-1460,3,1,0,0,3,1,0,Medium
SC-1461,3,1,1,0,4,1,0,Medium
SC-1462,3,0,0,0,2,1,0,Low
SC-1463,3,1,0,0,3,1,0,Medium
SC-1464,3,0,0,0,4,1,0,Low
SC-1465,3,1,0,0,2,1,0,Low
SC-1466,3,1,0,0,3,1,0,Medium
SC-1467,3,1,1,0,4,1,0,Medium
SC-1468,3,2,1,0,3,1,0,High
SC-1469,3,1,0,0,4,1,0,Medium
SC-1470,3,1,1,0,3,1,0,Medium
SC-1471,3,1,0,0,4,1,0,Medium
SC-1472,3,0,0,0,2,1,0,Low
SC-1473,3,1,1,0,3,1,0,Medium
SC-1474,3,1,1,0,4,1,0,Medium
SC-1475,3,1,0,0,2,1,0,Low
SC-1476,3,2,1,0,3,1,0,High
SC-1477,3,1,0,0,4,1,0,Medium
SC-1478,3,2,1,0,2,1,0,Medium
SC-1479,3,1,0,0,4,1,0,Medium
SC-1480,3,0,0,0,2,1,0,Low
SC-1481,3,1,0,0,3,1,0,Medium
SC-1482,3,0,0,0,2,1,0,Low
SC-1483,3,0,0,0,3,1,0,Low
SC-1484,3,1,0,0,4,1,0,Medium
SC-1485,3,0,0,0,2,1,0,Low
SC-1486,3,1,0,0,3,1,0,Medium
SC-1487,3,1,1,0,4,1,0,Medium
SC-1488,3,2,0,0,2,1,0,Medium
SC-1489,3,0,0,0,3,1,0,Low
SC-1490,3,1,0,0,4,1,0,Medium
SC-1491,3,0,0,0,2,1,0,Low
SC-1492,3,0,0,0,4,1,0,Low
SC-1493,3,2,0,0,2,1,0,Medium
SC-1494,3,1,0,0,2,1,0,Low
SC-1495,3,2,0,0,2,1,0,Medium
SC-1496,3,0,0,0,2,1,0,Low
SC-1497,3,1,0,0,2,1,0,Low
SC-1498,3,1,0,0,2,1,0,Low
SC-1499,3,1,0,0,2,1,0,Low
SC-1500,3,1,0,0,2,1,0,Low
SC-1501,3,1,0,0,2,1,0,Low
SC-1502,3,1,0,0,2,1,0,Low
SC-1503,3,1,0,0,2,1,0,Low
SC-1504,3,0,0,0,2,1,0,Low
SC-1505,3,0,0,0,2,1,0,Low
SC-1506,3,2,1,0,2,1,0,Medium
SC-1507,3,1,0,0,2,1,0,Low
SC-1508,3,1,0,0,2,1,0,Low
SC-1509,3,1,0,0,2,1,0,Low
SC-1510,3,1,0,0,2,1,0,Low
SC-1511,3,1,0,0,2,1,0,Low
SC-1512,3,0,0,0,2,1,0,Low
SC-1513,3,0,0,0,2,1,0,Low
SC-1514,3,0,0,0,2,1,0,Low
SC-1515,3,0,0,0,2,1,0,Low
SC-1516,3,2,0,0,2,1,0,Medium
SC-1517,3,1,0,0,2,1,0,Low
SC-1518,3,1,0,0,2,1,0,Low
SC-1519,3,0,0,0,2,1,0,Low
SC-1520,3,1,0,0,2,1,0,Low
SC-1521,3,1,0,0,2,1,0,Low
SC-1522,3,1,0,0,2,1,0,Low
SC-1523,3,2,1,0,2,1,0,Medium
SC-1524,3,2,1,0,2,1,0,Medium
SC-1525,3,1,0,0,2,1,0,Low
SC-1526,3,1,0,0,2,1,0,Low
SC-1527,3,2,1,0,2,1,0,Medium
SC-1528,3,0,0,0,2,1,0,Low
SC-1529,3,0,0,0,2,1,0,Low
SC-1530,3,1,0,0,2,1,0,Low
SC-1531,3,1,0,0,2,1,0,Low
SC-1532,3,0,0,0,2,1,0,Low
SC-1533,3,1,0,0,2,1,0,Low
SC-1534,3,1,0,0,2,1,0,Low
SC-1535,3,0,0,0,2,1,0,Low
SC-1536,3,1,0,0,2,1,0,Low
SC-1537,3,0,0,0,2,1,0,Low
SC-1538,3,0,0,0,2,1,0,Low
SC-1539,3,0,0,0,2,1,0,Low
SC-1540,3,1,0,0,2,1,0,Low
SC-1541,3,2,0,0,3,1,0,Medium
SC-1542,3,2,0,0,4,1,0,Medium
SC-1543,3,2,0,0,5,1,0,Medium
SC-1544,3,2,0,0,4,1,0,Medium
SC-1545,3,1,0,0,5,1,0,Medium
SC-1546,3,1,0,0,2,1,0,Low
SC-1547,3,1,0,0,3,1,0,Medium
SC-1548,3,2,0,0,4,1,0,Medium
SC-1549,3,1,0,0,5,1,0,Medium
SC-1550,3,1,0,0,2,1,0,Low
SC-1551,3,1,1,0,3,1,0,Medium
SC-1552,3,1,1,0,4,1,0,Medium
SC-1553,3,2,0,0,5,1,0,Medium
SC-1554,3,2,0,0,3,1,0,Medium
SC-1555,3,1,0,0,4,1,0,Medium
SC-1556,3,1,0,0,5,1,0,Medium
SC-1557,3,0,0,0,2,1,0,Low
SC-1558,3,1,1,0,3,1,0,Medium
SC-1559,3,0,0,0,4,1,0,Low
SC-1560,3,2,0,0,5,1,0,Medium
SC-1561,3,1,0,0,3,1,0,Medium
SC-1562,3,1,1,0,4,1,0,Medium
SC-1563,3,2,1,0,5,1,0,High
SC-1564,3,1,0,0,3,1,0,Medium
SC-1565,3,2,0,0,4,1,0,Medium
SC-1566,3,2,1,0,5,1,0,High
SC-1567,3,1,0,0,2,1,0,Low
SC-1568,3,1,1,0,3,1,0,Medium
SC-1569,3,1,0,0,4,1,0,Medium
SC-1570,3,1,0,0,5,1,0,Medium
SC-1571,3,0,0,0,3,1,0,Low
SC-1572,3,1,0,0,4,1,0,Medium
SC-1573,3,1,0,0,5,1,0,Medium
SC-1574,3,1,0,0,3,1,0,Medium
SC-1575,3,2,1,0,4,1,0,High
SC-1576,3,1,1,0,5,1,0,Medium
SC-1577,3,0,0,0,2,1,0,Low
SC-1578,3,0,0,0,3,1,0,Low
SC-1579,3,1,0,0,4,1,0,Medium
SC-1580,3,1,0,0,5,1,0,Medium
SC-1581,3,0,0,0,3,1,0,Low
SC-1582,3,2,0,0,4,1,0,Medium
SC-1583,3,1,0,0,5,1,0,Medium
SC-1584,3,2,0,0,3,1,0,Medium
SC-1585,3,1,0,0,4,1,0,Medium
SC-1586,3,2,0,0,5,1,0,Medium
SC-1587,3,1,0,0,4,1,0,Medium
SC-1588,3,1,1,0,5,1,0,Medium
SC-1589,3,1,0,0,3,1,0,Medium
SC-1590,3,1,0,0,4,1,0,Medium
SC-1591,3,1,1,0,5,1,0,Medium
SC-1592,3,1,1,0,3,1,0,Medium
SC-1593,3,0,0,0,4,1,0,Low
SC-1594,3,1,1,0,5,1,0,Medium
SC-1595,3,2,0,0,2,1,0,Medium
SC-1596,3,2,0,0,3,1,0,Medium
SC-1597,3,2,0,0,4,1,0,Medium
SC-1598,3,2,0,0,5,1,0,Medium
SC-1599,3,1,0,0,3,1,0,Medium
SC-1600,3,1,1,0,5,1,0,Medium
SC-1601,3,0,0,0,3,1,0,Low
SC-1602,3,1,1,0,4,1,0,Medium
SC-1603,3,2,0,0,5,1,0,Medium
SC-1604,3,1,0,0,3,1,0,Medium
SC-1605,3,1,0,0,4,1,0,Medium
SC-1606,3,2,0,0,5,1,0,Medium
SC-1607,3,1,1,0,3,1,0,Medium
SC-1608,3,1,1,0,4,1,0,Medium
SC-1609,3,1,1,0,5,1,0,Medium
SC-1610,3,1,0,0,2,1,0,Low
SC-1611,3,1,1,0,3,1,0,Medium
SC-1612,3,0,0,0,4,1,0,Low
SC-1613,3,0,0,0,5,1,0,Low
SC-1614,3,1,0,0,2,1,0,Low
SC-1615,3,1,0,0,3,1,0,Medium
SC-1616,3,2,0,0,4,1,0,Medium
SC-1617,3,1,1,0,5,1,0,Medium
SC-1618,3,0,0,0,2,1,0,Low
SC-1619,3,0,0,0,3,1,0,Low
SC-1620,3,1,0,0,4,1,0,Medium
SC-1621,3,1,0,0,5,1,0,Medium
SC-1622,3,1,0,0,2,1,0,Low
SC-1623,3,1,0,0,3,1,0,Medium
SC-1624,3,1,1,0,4,1,0,Medium
SC-1625,3,1,0,0,5,1,0,Medium
SC-1626,3,0,0,0,3,1,0,Low
SC-1627,3,1,1,0,4,1,0,Medium
SC-1628,3,1,0,0,5,1,0,Medium
SC-1629,3,1,0,0,3,1,0,Medium
SC-1630,3,1,0,0,4,1,0,Medium
SC-1631,3,1,1,0,5,1,0,Medium
SC-1632,3,1,0,0,3,1,0,Medium
SC-1633,3,2,1,0,4,1,0,High
SC-1634,3,2,1,0,5,1,0,High
SC-1635,3,0,0,0,2,1,0,Low
SC-1636,3,0,0,0,3,1,0,Low
SC-1637,3,1,0,0,4,1,0,Medium
SC-1638,3,1,1,0,5,1,0,Medium
SC-1639,3,1,0,0,3,1,0,Medium
SC-1640,3,1,0,0,4,1,0,Medium
SC-1641,3,1,1,0,5,1,0,Medium
SC-1642,3,0,0,0,2,1,0,Low
SC-1643,3,1,1,0,3,1,0,Medium
SC-1644,3,1,1,0,4,1,0,Medium
SC-1645,3,1,1,0,5,1,0,Medium
SC-1646,3,1,0,0,3,1,0,Medium
SC-1647,3,2,0,0,4,1,0,Medium
SC-1648,3,1,0,0,5,1,0,Medium
SC-1649,3,0,0,0,4,1,0,Low
SC-1650,3,2,1,0,5,1,0,High
SC-1651,3,1,0,0,2,1,0,Low
SC-1652,3,1,0,0,2,1,0,Low
SC-1653,3,0,0,0,2,1,0,Low
SC-1654,3,2,0,0,4,1,0,Medium
SC-1655,3,2,0,0,5,1,0,Medium
SC-1656,3,1,0,0,4,1,0,Medium
SC-1657,3,1,0,0,5,1,0,Medium
SC-1658,3,1,0,0,3,1,0,Medium
SC-1659,3,0,0,0,4,1,0,Low
SC-1660,3,2,1,0,5,1,0,High
SC-1661,3,1,1,0,3,1,0,Medium
SC-1662,3,1,0,0,4,1,0,Medium
SC-1663,3,1,1,0,5,1,0,Medium
SC-1664,3,1,0,0,2,1,0,Low
SC-1665,3,1,0,0,3,1,0,Medium
SC-1666,3,1,0,0,4,1,0,Medium
SC-1667,3,1,0,0,5,1,0,Medium
SC-1668,3,1,1,0,3,1,0,Medium
SC-1669,3,2,1,0,4,1,0,High
SC-1670,3,1,1,0,5,1,0,Medium
SC-1671,3,1,0,0,3,1,0,Medium
SC-1672,3,1,0,0,4,1,0,Medium
SC-1673,3,1,1,0,5,1,0,Medium
SC-1674,3,2,0,0,3,1,0,Medium
SC-1675,3,2,1,0,4,1,0,High
SC-1676,3,1,0,0,5,1,0,Medium
SC-1677,3,1,0,0,2,1,0,Low
SC-1678,3,2,0,0,3,1,0,Medium
SC-1679,3,1,0,0,4,1,0,Medium
SC-1680,3,1,0,0,5,1,0,Medium
SC-1681,3,2,0,0,3,1,0,Medium
SC-1682,3,1,0,0,4,1,0,Medium
SC-1683,3,2,0,0,5,1,0,Medium
SC-1684,3,1,0,0,4,1,0,Medium
SC-1685,3,1,1,0,5,1,0,Medium
SC-1686,3,0,0,0,3,1,0,Low
SC-1687,3,1,1,0,4,1,0,Medium
SC-1688,3,2,0,0,5,1,0,Medium
SC-1689,3,2,1,0,4,1,0,High
SC-1690,3,0,0,0,5,1,0,Low
SC-1691,3,1,1,0,3,1,0,Medium
SC-1692,3,1,1,0,4,1,0,Medium
SC-1693,3,1,0,0,5,1,0,Medium
SC-1694,3,1,1,0,3,1,0,Medium
SC-1695,3,0,0,0,4,1,0,Low
SC-1696,3,1,1,0,5,1,0,Medium
SC-1697,3,1,0,0,3,1,0,Medium
SC-1698,3,1,1,0,4,1,0,Medium
SC-1699,3,2,0,0,5,1,0,Medium
SC-1700,3,1,0,0,3,1,0,Medium
SC-1701,3,1,0,0,4,1,0,Medium
SC-1702,3,1,0,0,5,1,0,Medium
SC-1703,3,2,0,0,3,1,0,Medium
SC-1704,3,1,1,0,3,1,0,Medium
SC-1705,3,1,0,0,3,1,0,Medium
SC-1706,3,1,0,0,2,1,0,Low
SC-1707,3,1,0,0,3,1,0,Medium
SC-1708,3,1,0,0,3,1,0,Medium
SC-1709,3,1,1,0,3,1,0,Medium
SC-1710,3,1,0,0,3,1,0,Medium
SC-1711,3,1,0,0,3,1,0,Medium
SC-1712,3,1,0,0,3,1,0,Medium
SC-1713,3,1,1,0,3,1,0,Medium
SC-1714,3,1,0,0,2,1,0,Low
SC-1715,3,1,1,0,3,1,0,Medium
SC-1716,3,0,0,0,2,1,0,Low
SC-1717,3,1,0,0,3,1,0,Medium
SC-1718,3,0,0,0,3,1,0,Low
SC-1719,3,2,1,0,3,1,0,High
SC-1720,3,1,1,0,3,1,0,Medium
SC-1721,3,1,0,0,3,1,0,Medium
SC-1722,3,1,0,0,3,1,0,Medium
SC-1723,3,0,0,0,3,1,0,Low
SC-1724,3,2,0,0,2,1,0,Medium
SC-1725,3,1,1,0,3,1,0,Medium
SC-1726,3,1,0,0,3,1,0,Medium
SC-1727,3,1,0,0,3,1,0,Medium
SC-1728,3,1,0,0,3,1,0,Medium
SC-1729,3,1,0,0,3,1,0,Medium
SC-1730,3,1,0,0,3,1,0,Medium
SC-1731,3,1,0,0,3,1,0,Medium
SC-1732,3,1,1,0,3,1,0,Medium
SC-1733,3,1,0,0,3,1,0,Medium
SC-1734,3,0,0,0,3,1,0,Low
SC-1735,3,1,0,0,3,1,0,Medium
SC-1736,3,2,1,0,1,1,0,Medium
SC-1737,3,2,1,0,2,1,0,Medium
SC-1738,3,2,0,0,3,1,0,Medium
SC-1739,3,2,0,1,4,1,0,High
SC-1740,3,2,0,1,5,1,0,High
SC-1741,3,0,0,0,1,1,0,Low
SC-1742,3,1,0,0,2,1,0,Low
SC-1743,3,1,1,1,3,1,0,High
SC-1744,3,2,0,1,4,1,0,High
SC-1745,3,1,0,1,1,1,0,Medium
SC-1746,3,1,0,1,2,1,0,Medium
SC-1747,3,2,0,1,4,1,0,High
SC-1748,3,2,0,1,4,1,0,High
SC-1749,3,0,0,1,1,1,0,Low
SC-1750,3,2,0,1,2,1,0,Medium
SC-1751,3,2,0,1,3,1,0,Medium
SC-1752,3,1,0,0,1,1,0,Low
SC-1753,3,1,1,1,2,1,0,Medium
SC-1754,3,2,0,1,3,1,0,Medium
SC-1755,3,2,0,1,2,1,0,Medium
SC-1756,3,1,1,1,3,1,0,High
SC-1757,3,1,1,1,2,1,0,Medium
SC-1758,3,2,0,1,3,1,0,Medium
SC-1759,3,2,0,1,3,1,0,Medium
SC-1760,3,2,0,0,2,1,0,Medium
SC-1761,3,2,0,1,3,1,0,Medium
SC-1762,3,1,0,1,4,1,0,Medium
SC-1763,3,1,0,1,2,1,0,Medium
SC-1764,3,1,0,1,3,1,0,Medium
SC-1765,3,0,0,1,2,1,0,Low
SC-1766,3,1,0,1,3,1,0,Medium
SC-1767,3,1,0,0,1,1,0,Low
SC-1768,3,1,0,0,2,1,0,Low
SC-1769,3,2,0,0,3,1,0,Medium
SC-1770,3,2,1,0,4,1,0,High
SC-1771,3,2,0,0,5,1,0,Medium
SC-1772,3,2,1,0,1,1,0,Medium
SC-1773,3,2,0,0,2,1,0,Medium
SC-1774,3,2,0,0,3,1,0,Medium
SC-1775,3,2,1,0,4,1,0,High
SC-1776,3,0,0,0,1,1,0,Low
SC-1777,3,1,0,0,2,1,0,Low
SC-1778,3,2,0,0,3,1,0,Medium
SC-1779,3,0,0,0,1,1,0,Low
SC-1780,3,1,0,0,3,1,0,Medium
SC-1781,3,2,0,0,4,1,0,Medium
SC-1782,3,1,0,0,1,1,0,Low
SC-1783,3,1,0,0,3,1,0,Medium
SC-1784,3,2,0,0,2,1,0,Medium
SC-1785,3,2,0,0,2,1,0,Medium
SC-1786,3,1,0,0,2,1,0,Low
SC-1787,3,1,0,0,3,1,0,Medium
SC-1788,3,2,0,0,3,1,0,Medium
SC-1789,3,2,0,0,3,1,0,Medium
SC-1790,3,2,0,0,4,1,0,Medium
SC-1791,3,1,0,0,4,1,0,Medium
SC-1792,3,2,1,0,2,1,0,Medium
SC-1793,3,1,0,0,2,1,0,Low
SC-1794,3,0,0,0,2,1,0,Low
SC-1795,3,1,0,0,2,1,0,Low
SC-1796,3,1,0,0,3,1,0,Medium
SC-1797,3,2,0,0,3,1,0,Medium
SC-1798,3,2,0,0,1,1,0,Medium
SC-1799,3,2,0,0,2,1,0,Medium
SC-1800,3,0,0,0,1,1,0,Low
SC-1801,3,2,0,0,1,1,0,Medium
SC-1802,3,2,0,0,2,1,0,Medium
SC-1803,3,2,1,0,3,1,0,High
SC-1804,3,2,0,0,4,1,0,Medium
SC-1805,3,2,0,0,5,1,0,Medium
SC-1806,3,0,0,0,1,1,0,Low
SC-1807,3,2,1,0,2,1,0,Medium
SC-1808,3,2,0,0,3,1,0,Medium
SC-1809,3,2,0,0,4,1,0,Medium
SC-1810,3,1,0,0,1,1,0,Low
SC-1811,3,2,0,0,2,1,0,Medium
SC-1812,3,2,0,0,3,1,0,Medium
SC-1813,3,2,0,0,4,1,0,Medium
SC-1814,3,2,1,0,1,1,0,Medium
SC-1815,3,2,0,0,2,1,0,Medium
SC-1816,3,2,0,0,4,1,0,Medium
SC-1817,3,2,0,0,1,1,0,Medium
SC-1818,3,2,0,0,2,1,0,Medium
SC-1819,3,2,0,0,3,1,0,Medium
SC-1820,3,2,0,0,3,1,0,Medium
SC-1821,3,2,0,0,3,1,0,Medium
SC-1822,3,2,1,0,2,1,0,Medium
SC-1823,3,2,1,0,2,1,0,Medium
SC-1824,3,2,0,0,3,1,0,Medium
SC-1825,3,2,1,0,2,1,0,Medium
SC-1826,3,2,1,0,4,1,0,High
SC-1827,3,2,0,0,2,1,0,Medium
SC-1828,3,1,0,0,2,1,0,Low
SC-1829,3,2,0,0,3,1,0,Medium
SC-1830,3,2,0,0,3,1,0,Medium
SC-1831,3,2,0,0,1,1,0,Medium
SC-1832,3,2,0,0,2,1,0,Medium
SC-1833,3,0,0,0,1,1,0,Low
SC-1834,3,1,0,0,2,1,0,Low
SC-1835,3,1,0,0,1,1,0,Low
SC-1836,3,2,1,0,2,1,0,Medium
SC-1837,3,1,0,0,1,1,0,Low
SC-1838,3,1,0,0,2,1,0,Low
SC-1839,3,1,0,0,3,1,0,Medium
SC-1840,3,0,0,0,1,1,0,Low
SC-1841,3,1,0,0,1,1,0,Low
SC-1842,3,1,0,0,2,1,0,Low
SC-1843,3,1,0,0,2,1,0,Low
SC-1844,3,2,0,0,1,1,0,Medium
